SMILES,LogS,MW,MW_Group
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,231.25500000000002,200-300
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,345.4010000000002,>400
Nc1nc(O)nc2nc[nH]c12 ,-3.401,151.129,<200
c1nccc(C(=O)NN)c1,0.009,137.14200000000002,<200
CC(C)CCOC(=O)C,-1.92,130.18699999999998,<200
CC(C)CCOC=O,-1.52,116.15999999999998,<200
CC1=CC(=O)CC(C)(C)C1 ,-1.06,138.20999999999998,<200
CNC(=O)Oc1ccccc1C(C)C,-2.863,193.24599999999998,<200
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,309.36600000000004,>400
CC(C)OC(=O)C,-0.55,102.133,<200
CC(C)OC=O,-0.63,88.106,<200
CC(C)c1ccccc1,-3.27,120.19499999999995,<200
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,206.289,200-300
c1ccc2cnccc2c1,-1.45,129.16199999999998,<200
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,279.34,200-300
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,322.36400000000003,>400
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,490.6390000000001,>400
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021,260.24499999999995,200-300
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,342.297,>400
C1OC(O)C(O)C(O)C1O,0.39,150.13,<200
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594,234.29899999999995,200-300
CC(C)=CCCC(O)(C)C=C,-1.99,154.253,<200
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,290.832,200-300
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,249.09699999999998,200-300
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,321.163,>400
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005,404.54700000000025,>400
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,330.3640000000001,>400
CCOC(=O)CC(=O)OCC,-0.82,160.16899999999998,<200
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.358,342.297,>400
OCC(O)C(O)C(O)C(O)CO ,0.06,182.172,<200
Nc1cccc(Cl)c1,-1.37,127.574,<200
Clc1cccc(Br)c1,-3.21,191.45499999999998,<200
Clc1cccc(I)c1,-3.55,238.45499999999998,200-300
Clc1cccc(c1)N(=O)=O,-2.77,157.55599999999998,<200
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,295.298,200-300
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,329.3800000000001,>400
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,196.20199999999997,<200
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,340.5070000000001,>400
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,298.367,200-300
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,310.297,>400
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-5.35,384.5160000000002,>400
CC2=CC(=O)c1ccccc1C2=O ,-3.03,172.18299999999996,<200
CC(C)C1CCC(C)CC1O ,-2.53,156.269,<200
CC(C)C1CCC(C)CC1=O,-2.35,154.253,<200
CCCC(C)(COC(N)=O)COC(N)=O ,-1.807,218.25299999999996,200-300
Sc2nc1ccccc1s2 ,-3.18,167.25799999999998,<200
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,279.336,200-300
C,-0.9,16.043,<200
CO,1.57,32.042,<200
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,250.30100000000002,200-300
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,198.22199999999998,<200
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,261.064,200-300
COc1ccccc1OCC(O)COC(N)=O,-0.985,241.24299999999994,200-300
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,310.47800000000007,>400
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,271.39,200-300
COc2c1occc1cc3ccc(=O)oc23 ,-3.664,216.19199999999995,200-300
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,345.6529999999999,>400
COC(=O)C,0.46,74.07900000000001,<200
COC(=O)C=C,-0.22,86.09,<200
COC(=O)c1ccccc1,-1.85,136.14999999999998,<200
CCCCOC,-0.99,88.14999999999999,<200
CCCOC(=O)CC,-0.82,116.15999999999998,<200
CCCCCCCCCC(=O)OC,-4.69,186.295,<200
COC=O,0.58,60.05200000000001,<200
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,184.147,<200
CCCCCC(=O)OC,-1.87,130.18699999999998,<200
CNN,1.34,46.073,<200
CCCCCCCCCCCC(=O)OC,-4.69,214.34899999999996,200-300
COC(=O)c1cccnc1 ,-0.46,137.138,<200
CCCCCCCCC(=O)OC,-3.38,172.268,<200
CCCCCCCC(=O)OC,-3.17,158.24099999999999,<200
CCCC(=O)OCC,-1.36,116.15999999999998,<200
CCC(=O)OC,-0.14,88.106,<200
CCCOC,-0.39,74.12299999999999,<200
COC(C)(C)C,-0.24,88.14999999999999,<200
CC1CCCCC1,-3.85,98.18900000000001,<200
CC1CCCC1,-3.3,84.162,<200
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,268.36,200-300
COC(=O)c1ccc(O)cc1,-1.827,152.149,<200
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,344.4950000000001,>400
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,142.18300000000002,<200
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,283.7989999999999,200-300
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78,365.8420000000001,>400
c1ccccc1(OC(=O)NC),-1.803,151.165,<200
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,228.67899999999997,200-300
Cc1ncc(N(=O)=O)n1CCO ,-1.26,171.15599999999998,<200
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253,214.29399999999998,200-300
Cc1ncc(N(=O)=O)n1CCO,-1.22,171.15599999999998,<200
Fc1cccc(Br)c1,-2.67,175.0,<200
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,209.25299999999996,200-300
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,545.5460000000002,>400
Cc1cccc(N)c1,-0.85,107.156,<200
Nc1cccc(c1)N(=O)=O,-2.19,138.126,<200
Oc1cccc(c1)N(=O)=O,-1.01,139.10999999999999,<200
Cc1cccc(c1)N(=O)=O,-2.44,137.138,<200
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,214.652,200-300
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,446.40500000000003,>400
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,198.653,<200
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,302.23800000000006,>400
Cc1cccc(C)c1,-2.82,106.16799999999999,<200
CCN(CC)c1ccccc1,-3.03,149.237,<200
CN(C)C(=O)C,1.11,87.12199999999999,<200
CN(C)c1ccccc1,-1.92,121.18299999999995,<200
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,380.784,>400
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,271.36,200-300
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,228.29399999999998,200-300
c1ccc2ccccc2c1,-3.6,128.17399999999995,<200
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,275.179,200-300
CC(C)=CCC/C(C)=C\CO,-2.46,154.253,<200
CCNc1ccccc1,-1.7,121.18299999999995,<200
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19,266.30400000000003,200-300
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7,327.1230000000001,>400
NC(=O)c1cccnc1 ,0.61,122.12699999999997,<200
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76,346.33900000000017,>400
ON=Cc1ccc(o1)N(=O)=O ,-2.19,156.09699999999998,<200
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,295.29800000000006,200-300
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,214.20600000000002,200-300
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.561,322.243,>400
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,230.909,200-300
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,281.271,200-300
O=N(=O)c1ccccc1,-1.8,123.11099999999996,<200
CCN(=O)=O,-0.22,75.067,<200
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,284.09799999999996,200-300
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-3.38,238.15899999999996,200-300
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,227.08499999999998,200-300
CN(=O)=O,0.26,61.040000000000006,<200
CNc1ccccc1,-1.28,107.15599999999998,<200
CCCCCCCCC,-5.88,128.259,<200
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931,511.5810000000002,>400
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.171,222.33199999999994,200-300
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,340.4630000000001,>400
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,314.42500000000007,>400
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,303.67100000000005,>400
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,320.04600000000005,>400
Nc1ccccc1O,-0.72,109.12799999999999,<200
Nc1ccccc1Cl,-1.52,127.574,<200
Clc1ccccc1Br,-3.19,191.45499999999998,<200
Clc1ccccc1I,-3.54,238.45499999999998,200-300
Clc1ccccc1N(=O)=O,-2.55,157.55599999999998,<200
CCCCCCCC,-5.24,114.232,<200
CCOC(=O)N,0.85,89.09400000000001,<200
Fc1ccccc1Br,-2.7,175.0,<200
NC(=O)c1ccccc1O,-1.82,137.13799999999998,<200
COc1ccccc1O,-1.96,124.13899999999997,<200
Nc1ccccc1N(=O)=O,-1.96,138.126,<200
COc1ccccc1N(=O)=O,-1.96,153.13699999999997,<200
Oc1ccccc1N(=O)=O,-1.74,139.10999999999999,<200
Cc1ccccc1N(=O)=O,-2.33,137.138,<200
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,346.3650000000001,>400
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,244.28999999999994,200-300
Cc1ccccc1N,-2.21,107.156,<200
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,345.22600000000017,>400
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,219.266,200-300
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,286.718,200-300
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,267.306,200-300
Cc1ccccc1C,-2.8,106.16799999999999,<200
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,324.38000000000005,>400
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,184.242,<200
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,320.04600000000005,>400
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,318.0300000000001,>400
Nc1ccc(O)cc1,-0.8,109.12799999999999,<200
O=C1NC(=O)C(=O)N1 ,-0.4,114.05999999999999,<200
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,291.26500000000004,200-300
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,184.242,<200
CC(=O)Nc1ccc(Br)cc1,-3.083,214.06199999999998,200-300
Brc1ccc(I)cc1,-4.56,282.90599999999995,200-300
CC(=O)Nc1ccc(Cl)cc1,-2.843,169.611,<200
Nc1ccc(Cl)cc1,-1.66,127.574,<200
Clc1ccc(Br)cc1,-3.63,191.45499999999998,<200
Clc1ccc(I)cc1,-4.03,238.45499999999998,200-300
Clc1ccc(cc1)N(=O)=O,-2.92,157.55599999999998,<200
Cc1ccc(O)cc1,-0.73,108.13999999999999,<200
CCCCN(CC)C(=O)SCCC,-3.53,203.35099999999997,200-300
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,328.84299999999996,>400
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,250.339,200-300
ClC(Cl)C(Cl)(Cl)Cl,-2.6,202.29500000000002,200-300
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,266.33799999999997,200-300
Cc1cc(C)c(C)c(C)c1C,-4.0,148.249,<200
CCCCC,-3.18,72.151,<200
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,226.27599999999995,200-300
CCCCCOC(=O)C,-1.89,130.18699999999998,<200
CCCCC(=O)OCC,-2.25,130.18699999999998,<200
CCCCCc1ccccc1,-4.64,148.249,<200
CCCCCC1CCCC1,-6.08,140.26999999999998,<200
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,379.38100000000003,>400
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,391.2940000000001,>400
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,252.31599999999997,200-300
CC(=O)Nc1ccc(F)cc1,-1.78,153.156,<200
CCOc1ccc(NC(=O)C)cc1,-2.35,179.219,<200
c1ccc2c(c1)ccc3ccccc32,-5.26,178.23399999999998,<200
c1ccc2c(c1)cnc3ccccc23 ,-2.78,179.22199999999998,<200
CCOc1ccccc1,-2.33,122.16699999999996,<200
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805,300.314,>400
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322,232.239,200-300
c1ccccc1O,0.0,94.11299999999999,<200
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,318.32800000000003,>400
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,350.4580000000001,>400
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,308.38100000000003,>400
NNc1ccccc1,0.07,108.14399999999998,<200
OCc1ccccc1,-0.4,108.13999999999997,<200
NC(=S)Nc1ccccc1,-1.77,152.22199999999998,<200
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,252.27300000000002,200-300
CCOP(=S)(OCC)SCSCC,-4.11,260.38599999999997,200-300
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,367.8160000000001,>400
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,298.304,200-300
c1cC2C(=O)NC(=O)C2cc1,-2.932,149.149,<200
O=C1NC(=O)c2ccccc12 ,-2.61,147.13299999999998,<200
N#Cc1ccccc1C#N,-2.38,128.13399999999996,<200
CC(=O)Nc1ccc(O)cc1,-1.03,151.165,<200
Oc1ccc(C=O)cc1,-0.96,122.12299999999998,<200
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,-7.87,278.354,200-300
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,285.343,200-300
O=Cc2ccc1OCOc1c2 ,-1.63,150.13299999999998,<200
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,353.4900000000001,>400
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,238.29099999999997,200-300
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,331.353,>400
COc1ccc(C=O)cc1,-1.49,136.14999999999998,<200
Cc1ccc(N)cc1,-1.21,107.156,<200
Nc1ccc(cc1)N(=O)=O,-2.37,138.126,<200
COc1ccc(cc1)N(=O)=O,-2.41,153.13699999999997,<200
Oc1ccc(cc1)N(=O)=O,-0.74,139.10999999999999,<200
Cc1ccc(cc1)N(=O)=O,-2.49,137.138,<200
Oc1ccc(cc1)c2ccccc2,-3.48,170.211,<200
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,288.43100000000004,200-300
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,360.4500000000002,>400
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,402.48700000000014,>400
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,-4.65,316.48500000000007,>400
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,218.256,200-300
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,198.22199999999998,<200
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,284.142,200-300
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,314.46900000000005,>400
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,225.296,200-300
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,241.364,200-300
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,211.69200000000004,200-300
CCC,-1.94,44.096999999999994,<200
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,218.08299999999997,200-300
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,229.71500000000003,200-300
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408,281.314,200-300
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.493,342.2260000000001,>400
CCC=O,0.58,58.08,<200
CCC#N,0.28,55.07999999999999,<200
CNC(=O)Oc1ccccc1OC(C)C,-2.05,209.24499999999998,200-300
CCCOC(=O)C,-0.72,102.13299999999998,<200
CCCC(=O)OC,-1.92,102.13299999999998,<200
CCCOC=O,-0.49,88.10599999999998,<200
CCCCC(=O)OC,-1.34,116.15999999999998,<200
CCCc1ccccc1,-3.37,120.19499999999995,<200
CCCC1CCCC1,-4.74,112.21600000000001,<200
CC=C,-1.08,42.080999999999996,<200
CCCOC(C)C,-1.34,102.17699999999998,<200
CC#C,-0.41,40.065000000000005,<200
CC(C)(C)c1ccc(O)cc1,-2.41,150.22099999999998,<200
c2cnc1ncncc1n2,0.02,132.12599999999998,<200
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,230.31,200-300
Cc1ccc(cc1)S(=O)(=O)N,-1.74,171.22099999999998,<200
Cc1ccc(C)cc1,-2.77,106.16799999999999,<200
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,217.26800000000003,200-300
NC(=O)c1cnccn1,-0.667,123.11499999999998,<200
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,221.647,200-300
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,202.25599999999997,200-300
c1ccnnc1,1.1,80.08999999999999,<200
c1ccncc1,0.76,79.10199999999998,<200
c1cncnc1,1.1,80.08999999999999,<200
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,245.282,200-300
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,289.7440000000001,200-300
c1ccc2ncccc2c1,-1.3,129.16199999999998,<200
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,332.57000000000005,>400
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,295.336,200-300
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,504.43800000000005,>400
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,262.30899999999997,200-300
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,254.29299999999998,200-300
C1SC(=S)NC1(=O),-1.77,133.197,<200
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,376.36900000000014,>400
CCCOC(=O)c1ccc(N)cc1,-2.452,179.21899999999997,<200
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,321.549,>400
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42,394.42300000000023,>400
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,330.17100000000005,>400
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,226.235,200-300
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,254.28900000000002,200-300
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,288.73800000000006,200-300
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,322.29,>400
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.554,268.32,200-300
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,270.361,200-300
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,269.373,200-300
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,252.31699999999995,200-300
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,268.32,200-300
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799,255.29199999999997,200-300
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,296.374,200-300
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,283.331,200-300
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-5.36,273.723,200-300
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,-3.043,255.277,200-300
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,253.30499999999995,200-300
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36,313.36100000000005,>400
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-3.535,255.29199999999997,200-300
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,239.274,200-300
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,286.28,200-300
NC(=O)c1ccccc1O,-1.836,137.13799999999998,<200
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,213.23600000000002,200-300
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,246.30599999999995,200-300
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,238.28699999999995,200-300
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,232.32700000000003,200-300
CCNc1nc(Cl)nc(NCC)n1 ,-4.55,201.661,200-300
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,213.31,200-300
OCC(O)C(O)C(O)C(O)CO,1.09,182.172,<200
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,361.4450000000001,>400
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,416.58300000000025,>400
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,293.40700000000004,200-300
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,290.44699999999995,200-300
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,365.96400000000006,>400
C=Cc1ccccc1,-2.82,104.15199999999997,<200
C1OC1c2ccccc2 ,-1.6,120.15099999999995,<200
O=C1CCC(=O)N1,0.3,99.089,<200
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,342.297,>400
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,214.25,200-300
CCN(CC)C(=S)SCC(Cl)=C,-3.39,223.79399999999998,200-300
Nc1ccc(cc1)S(N)(=O)=O,-1.34,172.20899999999997,<200
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,224.26,200-300
CC(C)(C)c1ccccc1,-3.66,134.22199999999998,<200
C/C=C/C=O,0.32,70.09100000000001,<200
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-7.28,381.1120000000001,>400
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,216.66799999999998,200-300
CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,288.44,200-300
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,225.296,200-300
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,241.364,200-300
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,288.431,200-300
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,330.4680000000001,>400
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,344.4950000000001,>400
BrC(Br)(Br)Br,-3.14,331.62699999999995,>400
ClC(=C(Cl)Cl)Cl,-2.54,165.834,<200
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,261.919,200-300
ClC(Cl)(Cl)Cl,-2.31,153.823,<200
CCCCCCCCCCCCCC,-7.96,198.39399999999995,<200
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321,418.7360000000001,>400
C1CCOC1,0.49,72.107,<200
C1CCOCC1,-0.03,86.134,<200
CN(C)C(=O)N(C)C ,0.94,116.16399999999999,<200
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,258.233,200-300
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-2.523,180.16699999999997,<200
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,180.16699999999997,<200
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,356.2270000000001,>400
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46,254.35500000000002,200-300
c1ccccc1SC,-2.39,124.208,<200
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,218.32199999999997,200-300
CCSCCSP(=S)(OC)OC,-3.091,246.35899999999998,200-300
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36,242.34400000000002,200-300
c1ccsc1,-1.33,84.14299999999999,<200
Sc1ccccc1,-2.12,110.18099999999997,<200
